threshold,tp,fp,tn,fn,flagged,precision,recall,fpr,intervention_rate,loss_avoided,fp_cost,net_value
0.183,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.184,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.185,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.186,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.187,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.188,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.189,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.19,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.191,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.192,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.193,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.194,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.195,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.196,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.197,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.198,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.199,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.2,238,531,84967,2845,769,0.3094928478543563,0.07719753486863444,0.006210671594657185,0.00868131992187941,26458.5864,10620.0,15838.5864
0.201,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.202,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.203,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.20400000000000001,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.20500000000000002,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.20600000000000002,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.20700000000000002,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.20800000000000002,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.209,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.21,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.211,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.212,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.213,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.214,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.215,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.216,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.217,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.218,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.219,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.22,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.221,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.222,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.223,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.224,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.225,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.226,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.227,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.228,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.229,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.23,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.231,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.232,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.233,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.234,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.23500000000000001,214,468,85030,2869,682,0.31378299120234604,0.06941290950373014,0.005473812252918197,0.007699167993136226,24868.118400000007,9360.0,15508.118400000007
0.23600000000000002,101,118,85380,2982,219,0.4611872146118721,0.03276029841063899,0.0013801492432571523,0.0024723134758018084,11531.9344,2360.0,9171.9344
0.23700000000000002,101,118,85380,2982,219,0.4611872146118721,0.03276029841063899,0.0013801492432571523,0.0024723134758018084,11531.9344,2360.0,9171.9344
0.23800000000000002,101,118,85380,2982,219,0.4611872146118721,0.03276029841063899,0.0013801492432571523,0.0024723134758018084,11531.9344,2360.0,9171.9344
0.23900000000000002,101,118,85380,2982,219,0.4611872146118721,0.03276029841063899,0.0013801492432571523,0.0024723134758018084,11531.9344,2360.0,9171.9344
0.24,101,118,85380,2982,219,0.4611872146118721,0.03276029841063899,0.0013801492432571523,0.0024723134758018084,11531.9344,2360.0,9171.9344
0.241,101,118,85380,2982,219,0.4611872146118721,0.03276029841063899,0.0013801492432571523,0.0024723134758018084,11531.9344,2360.0,9171.9344
0.242,101,117,85381,2982,218,0.463302752293578,0.03276029841063899,0.0013684530632295491,0.0024610243731725766,11531.9344,2340.0,9191.9344
0.243,101,117,85381,2982,218,0.463302752293578,0.03276029841063899,0.0013684530632295491,0.0024610243731725766,11531.9344,2340.0,9191.9344
0.244,101,117,85381,2982,218,0.463302752293578,0.03276029841063899,0.0013684530632295491,0.0024610243731725766,11531.9344,2340.0,9191.9344
0.245,101,117,85381,2982,218,0.463302752293578,0.03276029841063899,0.0013684530632295491,0.0024610243731725766,11531.9344,2340.0,9191.9344
0.246,101,117,85381,2982,218,0.463302752293578,0.03276029841063899,0.0013684530632295491,0.0024610243731725766,11531.9344,2340.0,9191.9344
0.247,101,116,85382,2982,217,0.46543778801843316,0.03276029841063899,0.0013567568832019462,0.0024497352705433444,11531.9344,2320.0,9211.9344
0.248,101,116,85382,2982,217,0.46543778801843316,0.03276029841063899,0.0013567568832019462,0.0024497352705433444,11531.9344,2320.0,9211.9344
0.249,101,116,85382,2982,217,0.46543778801843316,0.03276029841063899,0.0013567568832019462,0.0024497352705433444,11531.9344,2320.0,9211.9344
0.25,101,116,85382,2982,217,0.46543778801843316,0.03276029841063899,0.0013567568832019462,0.0024497352705433444,11531.9344,2320.0,9211.9344
0.251,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.252,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.253,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.254,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.255,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.256,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.257,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.258,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.259,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.26,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.261,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.262,98,115,85383,2985,213,0.460093896713615,0.03178722024002595,0.0013450607031743433,0.0024045788600264165,11132.8592,2300.0,8832.8592
0.263,52,65,85433,3031,117,0.4444444444444444,0.016866688290626014,0.000760251701794194,0.0013208250076201442,6128.475200000001,1300.0,4828.475200000001
0.264,52,65,85433,3031,117,0.4444444444444444,0.016866688290626014,0.000760251701794194,0.0013208250076201442,6128.475200000001,1300.0,4828.475200000001
0.265,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.266,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.267,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.268,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.269,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.27,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.271,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.272,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.273,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.274,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.275,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.276,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.277,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.278,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.279,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.281,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28200000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28300000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28400000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28500000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28600000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28700000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.28800000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.289,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.29,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.291,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.292,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.293,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.294,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.295,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.296,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.297,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.298,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.299,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.3,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.301,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.302,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.303,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.304,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.305,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.306,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.307,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.308,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.309,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.31,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.311,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.312,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.313,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.314,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.315,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.316,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.317,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.318,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.319,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.32,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.321,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.322,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.323,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.324,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.325,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.326,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.327,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.328,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.329,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.33,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.331,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.332,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.333,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.334,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.335,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.336,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.337,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.338,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.339,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.341,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.342,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.343,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34400000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34500000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34600000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34700000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34800000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.34900000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.35000000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.35100000000000003,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.352,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.353,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.354,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.355,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.356,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.357,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.358,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.359,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.36,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.361,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.362,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.363,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.364,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.365,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.366,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.367,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.368,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.369,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.37,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
0.371,52,64,85434,3031,116,0.4482758620689655,0.016866688290626014,0.000748555521766591,0.0013095359049909122,6128.475200000001,1280.0,4848.475200000001
