feature,mean_abs_shap,mean_signed_shap,catboost_importance
device_transactions_1h,0.38139769688526903,-0.13869313816194256,17.07542263369392
amount,0.31391617365918406,-0.11707794499968993,21.781341699672705
ip_customer_count,0.2509440507942435,0.09261815664826185,14.995191909243367
device_customer_count,0.2045610577188749,-0.1552147709148046,18.97407194218439
customer_degree,0.16809452386453555,-0.05450277490903854,10.58651593655546
customer_transactions_1h,0.15434744809093096,-0.04178279306739845,5.917112613626259
ip_transactions_1h,0.137922862029043,-0.0918893942345133,9.199170854149363
customer_transactions_1m,0.038173825030236086,-0.006215090285665389,1.4711724108745245
