policy_family,intervention_count,fpr_budget,tp,fp,tn,fn,precision,recall,fpr,intervention_rate,verify_count,review_count,hold_count,loss_avoided,intervention_cost,net_value
BALANCED,1409,0.01,586,823,84716,2456,0.41589779985805536,0.19263642340565418,0.009621342311694082,0.015906345604587892,1409,0,0,88075.6504,28180.0,59895.6504
BALANCED,1410,0.01,586,824,84715,2456,0.4156028368794326,0.19263642340565418,0.009633032885584354,0.01591763470721712,1410,0,0,88075.6504,28200.0,59875.6504
BALANCED,1411,0.01,587,824,84715,2455,0.4160170092133239,0.19296515450361604,0.009633032885584354,0.015928923809846354,1411,0,0,88325.2104,28220.0,60105.210399999996
BALANCED,1412,0.01,587,825,84714,2455,0.4157223796033994,0.19296515450361604,0.009644723459474626,0.015940212912475587,1412,0,0,88325.2104,28240.0,60085.210399999996
BALANCED,1413,0.01,587,826,84713,2455,0.4154281670205237,0.19296515450361604,0.009656414033364898,0.01595150201510482,1413,0,0,88325.2104,28260.0,60065.210399999996
BALANCED,1414,0.01,587,827,84712,2455,0.41513437057991515,0.19296515450361604,0.00966810460725517,0.015962791117734052,1414,0,0,88325.2104,28280.0,60045.210399999996
BALANCED,1415,0.01,587,828,84711,2455,0.4148409893992933,0.19296515450361604,0.009679795181145442,0.015974080220363285,1415,0,0,88325.2104,28300.0,60025.210399999996
BALANCED,1416,0.01,587,829,84710,2455,0.4145480225988701,0.19296515450361604,0.009691485755035714,0.015985369322992514,1416,0,0,88325.2104,28320.0,60005.210399999996
BALANCED,1417,0.01,587,830,84709,2455,0.4142554693013409,0.19296515450361604,0.009703176328925986,0.015996658425621747,1417,0,0,88325.2104,28340.0,59985.210399999996
BALANCED,1418,0.01,587,831,84708,2455,0.4139633286318759,0.19296515450361604,0.00971486690281626,0.01600794752825098,1418,0,0,88325.2104,28360.0,59965.210399999996
BALANCED,1419,0.01,587,832,84707,2455,0.41367159971811135,0.19296515450361604,0.009726557476706532,0.016019236630880212,1419,0,0,88325.2104,28380.0,59945.210399999996
BALANCED,1420,0.01,588,832,84707,2454,0.4140845070422535,0.1932938856015779,0.009726557476706532,0.016030525733509444,1420,0,0,88364.41040000001,28400.0,59964.41040000001
BALANCED,1421,0.01,588,833,84706,2454,0.41379310344827586,0.1932938856015779,0.009738248050596804,0.016041814836138674,1421,0,0,88364.41040000001,28420.0,59944.41040000001
BALANCED,1422,0.01,588,834,84705,2454,0.41350210970464135,0.1932938856015779,0.009749938624487076,0.016053103938767906,1422,0,0,88364.41040000001,28440.0,59924.41040000001
BALANCED,1423,0.01,588,835,84704,2454,0.41321152494729446,0.1932938856015779,0.009761629198377348,0.01606439304139714,1423,0,0,88364.41040000001,28460.0,59904.41040000001
BALANCED,1424,0.01,589,835,84704,2453,0.413623595505618,0.19362261669953978,0.009761629198377348,0.01607568214402637,1424,0,0,88807.6104,28480.0,60327.610400000005
BALANCED,1425,0.01,590,835,84704,2452,0.41403508771929826,0.19395134779750164,0.009761629198377348,0.016086971246655604,1425,0,0,88819.9064,28500.0,60319.90640000001
BALANCED,1426,0.01,590,836,84703,2452,0.41374474053295934,0.19395134779750164,0.00977331977226762,0.016098260349284837,1426,0,0,88819.9064,28520.0,60299.90640000001
BALANCED,1427,0.01,591,836,84703,2451,0.4141555711282411,0.1942800788954635,0.00977331977226762,0.016109549451914066,1427,0,0,88902.0776,28540.0,60362.077600000004
BALANCED,1428,0.01,592,836,84703,2450,0.41456582633053224,0.1946088099934254,0.00977331977226762,0.0161208385545433,1428,0,0,88984.2488,28560.0,60424.2488
BALANCED,1429,0.01,593,836,84703,2449,0.41497550734779565,0.19493754109138725,0.00977331977226762,0.01613212765717253,1429,0,0,89004.2488,28580.0,60424.2488
BALANCED,1430,0.01,594,836,84703,2448,0.4153846153846154,0.1952662721893491,0.00977331977226762,0.016143416759801764,1430,0,0,89034.74320000001,28600.0,60434.74320000001
BALANCED,1431,0.01,594,837,84702,2448,0.41509433962264153,0.1952662721893491,0.009785010346157893,0.016154705862430997,1431,0,0,89034.74320000001,28620.0,60414.74320000001
BALANCED,1432,0.01,594,838,84701,2448,0.41480446927374304,0.1952662721893491,0.009796700920048165,0.016165994965060226,1432,0,0,89034.74320000001,28640.0,60394.74320000001
BALANCED,1433,0.01,594,839,84700,2448,0.4145150034891835,0.1952662721893491,0.009808391493938437,0.01617728406768946,1433,0,0,89034.74320000001,28660.0,60374.74320000001
BALANCED,1434,0.01,594,840,84699,2448,0.41422594142259417,0.1952662721893491,0.00982008206782871,0.01618857317031869,1434,0,0,89034.74320000001,28680.0,60354.74320000001
BALANCED,1435,0.01,594,841,84698,2448,0.4139372822299652,0.1952662721893491,0.009831772641718983,0.016199862272947924,1435,0,0,89034.74320000001,28700.0,60334.74320000001
BALANCED,1436,0.01,594,842,84697,2448,0.4136490250696379,0.1952662721893491,0.009843463215609255,0.016211151375577156,1436,0,0,89034.74320000001,28720.0,60314.74320000001
BALANCED,1437,0.01,594,843,84696,2448,0.4133611691022965,0.1952662721893491,0.009855153789499527,0.01622244047820639,1437,0,0,89034.74320000001,28740.0,60294.74320000001
BALANCED,1438,0.01,595,843,84696,2447,0.413769123783032,0.19559500328731097,0.009855153789499527,0.016233729580835618,1438,0,0,89074.74320000001,28760.0,60314.74320000001
BALANCED,1439,0.01,595,844,84695,2447,0.4134815844336345,0.19559500328731097,0.009866844363389799,0.01624501868346485,1439,0,0,89074.74320000001,28780.0,60294.74320000001
BALANCED,1440,0.01,595,845,84694,2447,0.4131944444444444,0.19559500328731097,0.00987853493728007,0.016256307786094083,1440,0,0,89074.74320000001,28800.0,60274.74320000001
BALANCED,1441,0.01,596,845,84694,2446,0.41360166551006244,0.19592373438527286,0.00987853493728007,0.016267596888723316,1441,0,0,89094.74320000001,28820.0,60274.74320000001
BALANCED,1442,0.01,596,846,84693,2446,0.4133148404993065,0.19592373438527286,0.009890225511170343,0.01627888599135255,1442,0,0,89094.74320000001,28840.0,60254.74320000001
BALANCED,1443,0.01,596,847,84692,2446,0.41302841302841303,0.19592373438527286,0.009901916085060615,0.016290175093981778,1443,0,0,89094.74320000001,28860.0,60234.74320000001
BALANCED,1444,0.01,596,848,84691,2446,0.41274238227146814,0.19592373438527286,0.009913606658950887,0.01630146419661101,1444,0,0,89094.74320000001,28880.0,60214.74320000001
BALANCED,1445,0.01,596,849,84690,2446,0.4124567474048443,0.19592373438527286,0.009925297232841161,0.016312753299240243,1445,0,0,89094.74320000001,28900.0,60194.74320000001
BALANCED,1446,0.01,597,849,84690,2445,0.41286307053941906,0.19625246548323472,0.009925297232841161,0.016324042401869476,1446,0,0,89110.38400000002,28920.0,60190.38400000002
BALANCED,1447,0.01,597,850,84689,2445,0.41257774706288874,0.19625246548323472,0.009936987806731433,0.016335331504498708,1447,0,0,89110.38400000002,28940.0,60170.38400000002
BALANCED,1448,0.01,598,850,84689,2444,0.4129834254143646,0.19658119658119658,0.009936987806731433,0.01634662060712794,1448,0,0,89147.272,28960.0,60187.272
BALANCED,1449,0.01,598,851,84688,2444,0.4126984126984127,0.19658119658119658,0.009948678380621705,0.01635790970975717,1449,0,0,89147.272,28980.0,60167.272
BALANCED,1450,0.01,598,852,84687,2444,0.4124137931034483,0.19658119658119658,0.009960368954511977,0.016369198812386403,1450,0,0,89147.272,29000.0,60147.272
BALANCED,1451,0.01,599,852,84687,2443,0.4128187456926258,0.19690992767915844,0.009960368954511977,0.016380487915015635,1451,0,0,89224.6384,29020.0,60204.638399999996
BALANCED,1452,0.01,600,852,84687,2442,0.4132231404958678,0.19723865877712032,0.009960368954511977,0.016391777017644868,1452,0,0,89262.41200000001,29040.0,60222.41200000001
BALANCED,1453,0.01,600,853,84686,2442,0.41293874741913283,0.19723865877712032,0.00997205952840225,0.0164030661202741,1453,0,0,89262.41200000001,29060.0,60202.41200000001
BALANCED,1454,0.01,600,854,84685,2442,0.4126547455295736,0.19723865877712032,0.009983750102292521,0.01641435522290333,1454,0,0,89262.41200000001,29080.0,60182.41200000001
BALANCED,1455,0.01,600,855,84684,2442,0.41237113402061853,0.19723865877712032,0.009995440676182793,0.016425644325532562,1455,0,0,89262.41200000001,29100.0,60162.41200000001
